,Partija,Veids,Vērtība,Name,Datums,Flags,Legislature,Frakcija,Deputāts
1213,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 200.00,Ilga Šuplinska,11/04/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1214,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Raivis Dzintars,11/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1215,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,10/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1216,Zaļo un Zemnieku savienība,Manta vai pakalpojums,EUR 132.65,Viktors Valainis,10/04/2019,above_yearly_limit,13,Zaļo un Zemnieku Savienība,Viktors Valainis
1217,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Jānis Dombrava,10/04/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1218,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Reinis Znotiņš,09/04/2019,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1219,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Raivis Dzintars,09/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1220,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 170.00,Krišjānis Feldmans,09/04/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1221,"VIENOTĪBA, Partija",Nauda,EUR 1000.00,Arvils Ašeradens,09/04/2019,above_yearly_limit,13,Jaunā Vienotība,Arvils Ašeradens
1222,"Saskaņa, sociāldemokrātiskā partija",Manta vai pakalpojums,EUR 152.00,Ivans Ribakovs,09/04/2019,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1223,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 30.00,Aivars Geidāns,09/04/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Aivars Geidāns
1224,"Kustība ""Par!""",Nauda,EUR 100.00,Mārtiņš Šteins,08/04/2019,,13,Attīstībai/Par!,Mārtiņš Šteins
1225,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Sandis Riekstiņš,08/04/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1226,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Jānis Cielēns,08/04/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1227,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Raivis Dzintars,08/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1228,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 223.00,Evita Zālīte-Grosa,08/04/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1229,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Uldis Budriķis,08/04/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1230,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 295.00,Juris Rancāns,08/04/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Juris Rancāns
1231,"VIENOTĪBA, Partija",Nauda,EUR 4000.00,Arvils Ašeradens,05/04/2019,above_yearly_limit,13,Jaunā Vienotība,Arvils Ašeradens
1232,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 15.00,Rihards Kols,05/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1233,"Par Cilvēcīgu Latviju, Politiskā partija (KPV LV)",Nauda,EUR 30.00,Kaspars Ģirģens,05/04/2019,,13,Pie frakcijām nepiederošie deputāti,Kaspars Ģirģens
1234,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Eva Mārtuža,04/04/2019,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1235,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Raivis Dzintars,04/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1236,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,03/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1237,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 14.00,Jānis Dombrava,03/04/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1238,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Uldis Budriķis,03/04/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1239,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Jānis Iesalnieks,03/04/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1240,Attīstībai/Par!,Nauda,EUR 100.00,Juris Pūce,02/04/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1241,"Kustība ""Par!""",Nauda,EUR 50.00,Vita Anda Tērauda,02/04/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1242,Attīstībai/Par!,Nauda,EUR 600.00,Juris Pūce,02/04/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1243,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 30.00,Rihards Kols,02/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1244,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Rihards Kols,01/04/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1245,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Krišjānis Feldmans,26/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1246,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 6.00,Rihards Kols,26/03/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1247,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Ritvars Jansons,25/03/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1248,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 555.00,Igors Pimenovs,25/03/2019,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1249,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/03/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1250,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 8.00,Jānis Dombrava,22/03/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1251,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 100.00,Linda Medne,20/03/2019,,13,Jauno Konservatīvo frakcija,Linda Medne
1252,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Rihards Kols,19/03/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1253,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Vitālijs Orlovs,18/03/2019,above_yearly_limit,13,Saskaņa,Vitālijs Orlovs
1254,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 1100.00,Krišjānis Feldmans,18/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1255,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 2000.00,Sergejs Dolgopolovs,17/03/2019,above_yearly_limit,13,Saskaņa,Sergejs Dolgopolovs
1256,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 100.00,Raivis Dzintars,16/03/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1257,"Kustība ""Par!""",Nauda,EUR 20.00,Inese Voika,15/03/2019,,13,Attīstībai/Par!,Inese Voika
1258,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,15/03/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
1259,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 3000.00,Sergejs Dolgopolovs,14/03/2019,above_yearly_limit,13,Saskaņa,Sergejs Dolgopolovs
1260,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Reinis Znotiņš,11/03/2019,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1261,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 150.00,Rihards Kols,11/03/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1262,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 200.00,Normunds Žunna,11/03/2019,,13,Jauno Konservatīvo frakcija,Normunds Žunna
1263,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 320.00,Dagmāra Beitnere-Le Galla,10/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
1264,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 200.00,Ilga Šuplinska,10/03/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1265,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 35.00,Raivis Dzintars,08/03/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1266,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 170.00,Krišjānis Feldmans,07/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1267,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Sandis Riekstiņš,06/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1268,"Kustība ""Par!""",Nauda,EUR 100.00,Mārtiņš Šteins,06/03/2019,,13,Attīstībai/Par!,Mārtiņš Šteins
1269,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.00,Jānis Dombrava,06/03/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1270,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 50.00,Raivis Dzintars,06/03/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1271,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Evita Zālīte-Grosa,06/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1272,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Jānis Cielēns,06/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Cielēns
1273,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 286.00,Juris Rancāns,06/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Juris Rancāns
1274,Zaļo un Zemnieku savienība,Nauda,EUR 100.00,Jānis Dūklavs,05/03/2019,,13,Zaļo un Zemnieku Savienība,Jānis Dūklavs
1275,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Eva Mārtuža,04/03/2019,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1276,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 225.00,Jānis Butāns,04/03/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1277,"Kustība ""Par!""",Nauda,EUR 10.00,Inese Voika,04/03/2019,,13,Attīstībai/Par!,Inese Voika
1278,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Jānis Iesalnieks,03/03/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1279,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edvīns Šnore,01/03/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1280,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 20.00,Jānis Dombrava,26/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1281,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 555.00,Igors Pimenovs,25/02/2019,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1282,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Ritvars Jansons,25/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1283,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/02/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1284,"Kustība ""Par!""",Nauda,EUR 50.00,Ilmārs Dūrītis,24/02/2019,,13,Attīstībai/Par!,Ilmārs Dūrītis
1285,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 105.00,Ilze Indriksone,24/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ilze Indriksone
1286,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Jānis Dombrava,24/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1287,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Krišjānis Feldmans,22/02/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1288,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 15.00,Jānis Dombrava,21/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1289,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 175.00,Uldis Budriķis,21/02/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1290,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Ivans Klementjevs,21/02/2019,,13,Saskaņa,Ivans Klementjevs
1291,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,19/02/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1292,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 20.00,Rihards Kols,19/02/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1293,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 10.00,Rihards Kols,18/02/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1294,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Jānis Krišāns,18/02/2019,above_yearly_limit,13,Saskaņa,Jānis Krišāns
1295,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Regīna Ločmele,16/02/2019,,13,Saskaņa,Regīna Ločmele
1296,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edmunds Teirumnieks,15/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Edmunds Teirumnieks
1297,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Jānis Ādamsons,15/02/2019,,13,Pie frakcijām nepiederošie deputāti,Jānis Ādamsons
1298,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Nikolajs Kabanovs,14/02/2019,,13,Saskaņa,Nikolajs Kabanovs
1299,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Ļubova Švecova,13/02/2019,,13,Pie frakcijām nepiederošie deputāti,Ļubova Švecova
1300,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 40.00,Ilga Šuplinska,13/02/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1301,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Vladimirs Nikonovs,13/02/2019,,13,Saskaņa,Vladimirs Nikonovs
1302,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Jānis Butāns,12/02/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1303,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 195.00,Reinis Znotiņš,11/02/2019,,13,Jauno Konservatīvo frakcija,Reinis Znotiņš
1304,Attīstībai/Par!,Nauda,EUR 19.50,Dace Rukšāne-Ščipčinska,08/02/2019,,13,Attīstībai/Par!,Dace Rukšāne-Ščipčinska
1305,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 170.00,Krišjānis Feldmans,08/02/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1306,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 210.00,Normunds Žunna,08/02/2019,,13,Jauno Konservatīvo frakcija,Normunds Žunna
1307,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Boriss Cilevičs,07/02/2019,,13,Saskaņa,Boriss Cilevičs
1308,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Ivans Ribakovs,07/02/2019,above_yearly_limit,13,Saskaņa,Ivans Ribakovs
1309,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Valērijs Agešins,07/02/2019,,13,Saskaņa,Valērijs Agešins
1310,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Artūrs Rubiks,07/02/2019,,13,Saskaņa,Artūrs Rubiks
1311,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 770.00,Inga Goldberga,07/02/2019,,13,Saskaņa,Inga Goldberga
1312,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 1000.00,Jānis Tutins,07/02/2019,,13,Saskaņa,Jānis Tutins
1313,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 500.00,Edgars Kucins,07/02/2019,,13,Saskaņa,Edgars Kucins
1314,Attīstībai/Par!,Nauda,EUR 100.00,Juris Pūce,07/02/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1315,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 230.00,Sandis Riekstiņš,06/02/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1316,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 207.00,Juris Rancāns,06/02/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Juris Rancāns
1317,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 200.00,Evita Zālīte-Grosa,06/02/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Evita Zālīte-Grosa
1318,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.18,Jānis Dombrava,06/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1319,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 150.00,Rihards Kols,06/02/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Rihards Kols
1320,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 1000.00,Aleksandrs Kiršteins,06/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Aleksandrs Kiršteins
1321,"VIENOTĪBA, Partija",Nauda,EUR 3000.00,Arvils Ašeradens,06/02/2019,above_yearly_limit,13,Jaunā Vienotība,Arvils Ašeradens
1322,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 5.18,Jānis Dombrava,06/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Dombrava
1323,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 120.00,Ilga Šuplinska,05/02/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1324,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Eva Mārtuža,04/02/2019,,13,Jauno Konservatīvo frakcija,Eva Mārtuža
1325,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 50.00,Sandis Riekstiņš,04/02/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Sandis Riekstiņš
1326,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 250.00,Dagmāra Beitnere-Le Galla,03/02/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Dagmāra Beitnere-Le Galla
1327,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 200.00,Normunds Žunna,03/02/2019,,13,Jauno Konservatīvo frakcija,Normunds Žunna
1328,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Jānis Iesalnieks,02/02/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Jānis Iesalnieks
1329,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Edvīns Šnore,01/02/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Edvīns Šnore
1330,"Saskaņa, sociāldemokrātiskā partija",Nauda,EUR 555.00,Igors Pimenovs,01/02/2019,above_yearly_limit,13,Saskaņa,Igors Pimenovs
1331,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 100.00,Ritvars Jansons,31/01/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ritvars Jansons
1332,Attīstībai/Par!,Nauda,EUR 36.18,Dace Rukšāne-Ščipčinska,30/01/2019,,13,Attīstībai/Par!,Dace Rukšāne-Ščipčinska
1333,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 80.00,Krišjānis Feldmans,28/01/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Krišjānis Feldmans
1334,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 1000.00,Raivis Dzintars,28/01/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1335,LATGALES PARTIJA,Nauda,EUR 150.00,Aldis Adamovičs,26/01/2019,,13,Jaunā Vienotība,Aldis Adamovičs
1336,"Kustība ""Par!""",Biedra nauda,EUR 50.00,Vita Anda Tērauda,25/01/2019,,13,Attīstībai/Par!,Vita Anda Tērauda
1337,Attīstībai/Par!,Nauda,EUR 62.35,Dace Rukšāne-Ščipčinska,24/01/2019,,13,Attīstībai/Par!,Dace Rukšāne-Ščipčinska
1338,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 160.00,Uldis Budriķis,23/01/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1339,"VIENOTĪBA, Partija",Nauda,EUR 414.00,Kārlis Šadurskis,23/01/2019,above_yearly_limit,13,Jaunā Vienotība,Kārlis Šadurskis
1340,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 20.00,Uldis Budriķis,23/01/2019,,13,Jauno Konservatīvo frakcija,Uldis Budriķis
1341,"VIENOTĪBA, Partija",Nauda,EUR 1400.00,Kārlis Šadurskis,22/01/2019,above_yearly_limit,13,Jaunā Vienotība,Kārlis Šadurskis
1342,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Manta vai pakalpojums,EUR 94.00,Ilze Indriksone,18/01/2019,,13,Nacionāla Apvienība VL-TB/LNNK,Ilze Indriksone
1343,Konservatīvie (Jaunā konservatīvā partija),Nauda,EUR 10.00,Jānis Butāns,15/01/2019,above_yearly_limit,13,Jauno Konservatīvo frakcija,Jānis Butāns
1344,Latvijas attīstībai,Biedra nauda,EUR 150.00,Juris Pūce,15/01/2019,above_yearly_limit,13,Attīstībai/Par!,Juris Pūce
1345,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Nauda,EUR 2500.00,Raivis Dzintars,14/01/2019,above_yearly_limit,13,Nacionāla Apvienība VL-TB/LNNK,Raivis Dzintars
1346,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 100.00,Ilga Šuplinska,13/01/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
1347,Konservatīvie (Jaunā konservatīvā partija),Biedra nauda,EUR 100.00,Ilga Šuplinska,13/01/2019,above_yearly_limit,13,Pie frakcijām nepiederošie deputāti,Ilga Šuplinska
